repeat,fold,representation,selector,budget,model,selected_features,best_params,accuracy,sensitivity,specificity,precision,f1,roc_auc,pr_auc,tn,fp,fn,tp,runtime_seconds,pca_explained_variance
1,1,selected,permutation_importance,4,logistic_regression,"[""sg"", ""hemo"", ""al"", ""sc""]","{""model__C"": 10.0, ""model__class_weight"": null}",0.984375,1.0,0.9583333333333334,0.975609756097561,0.9876543209876543,1.0,1.0,23,1,0,40,0.10957537499780301,
1,1,selected,permutation_importance,4,svm_rbf,"[""sg"", ""hemo"", ""al"", ""sc""]","{""model__C"": 0.5, ""model__class_weight"": ""balanced"", ""model__gamma"": ""scale""}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,0,0,40,0.19799141700787004,
1,1,selected,permutation_importance,4,xgboost,"[""sg"", ""hemo"", ""al"", ""sc""]","{""model__learning_rate"": 0.05, ""model__max_depth"": 3, ""model__n_estimators"": 150}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,0,0,40,0.16379654199408833,
1,1,pca,pca,8,logistic_regression,latent_components_not_clinical_variables,"{""model__C"": 0.1, ""model__class_weight"": null}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,0,0,40,0.24521208299847785,0.8175942057861136
1,1,pca,pca,8,svm_rbf,latent_components_not_clinical_variables,"{""model__C"": 2.0, ""model__class_weight"": null, ""model__gamma"": 0.1}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,0,0,40,0.4521364579995861,0.8175942057861136
1,1,pca,pca,6,logistic_regression,latent_components_not_clinical_variables,"{""model__C"": 0.1, ""model__class_weight"": null}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,0,0,40,0.23941650000051595,0.7173282295673812
1,1,pca,pca,6,svm_rbf,latent_components_not_clinical_variables,"{""model__C"": 0.5, ""model__class_weight"": null, ""model__gamma"": ""scale""}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,0,0,40,0.4557148750027409,0.7173282295673812
1,1,pca,pca,4,logistic_regression,latent_components_not_clinical_variables,"{""model__C"": 0.1, ""model__class_weight"": null}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,0,0,40,0.2375235409999732,0.5966428601536372
1,1,pca,pca,4,svm_rbf,latent_components_not_clinical_variables,"{""model__C"": 0.5, ""model__class_weight"": null, ""model__gamma"": ""scale""}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,0,0,40,0.44847574998857453,0.5966428601536372
1,2,full,none,24,logistic_regression,"[""age"", ""bp"", ""sg"", ""al"", ""su"", ""rbc"", ""pc"", ""pcc"", ""ba"", ""bgr"", ""bu"", ""sc"", ""sod"", ""pot"", ""hemo"", ""pcv"", ""wc"", ""rc"", ""htn"", ""dm"", ""cad"", ""appet"", ""pe"", ""ane""]","{""model__C"": 0.1, ""model__class_weight"": null}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,0,0,40,0.24174941699311603,
1,2,full,none,24,svm_rbf,"[""age"", ""bp"", ""sg"", ""al"", ""su"", ""rbc"", ""pc"", ""pcc"", ""ba"", ""bgr"", ""bu"", ""sc"", ""sod"", ""pot"", ""hemo"", ""pcv"", ""wc"", ""rc"", ""htn"", ""dm"", ""cad"", ""appet"", ""pe"", ""ane""]","{""model__C"": 2.0, ""model__class_weight"": null, ""model__gamma"": ""scale""}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,0,0,40,0.4461244169942802,
1,2,full,none,24,random_forest,"[""age"", ""bp"", ""sg"", ""al"", ""su"", ""rbc"", ""pc"", ""pcc"", ""ba"", ""bgr"", ""bu"", ""sc"", ""sod"", ""pot"", ""hemo"", ""pcv"", ""wc"", ""rc"", ""htn"", ""dm"", ""cad"", ""appet"", ""pe"", ""ane""]","{""model__class_weight"": ""balanced_subsample"", ""model__max_depth"": null, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 300}",0.984375,1.0,0.9583333333333334,0.975609756097561,0.9876543209876543,1.0,1.0,23,1,0,40,2.759019832999911,
1,2,full,none,24,xgboost,"[""age"", ""bp"", ""sg"", ""al"", ""su"", ""rbc"", ""pc"", ""pcc"", ""ba"", ""bgr"", ""bu"", ""sc"", ""sod"", ""pot"", ""hemo"", ""pcv"", ""wc"", ""rc"", ""htn"", ""dm"", ""cad"", ""appet"", ""pe"", ""ane""]","{""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 150}",0.953125,0.975,0.9166666666666666,0.9512195121951219,0.9629629629629629,0.996875,0.9981845238095238,22,2,1,39,0.27709862499614246,
1,2,selected,mutual_information,8,logistic_regression,"[""hemo"", ""pcv"", ""rc"", ""sc"", ""sg"", ""sod"", ""htn"", ""al""]","{""model__C"": 10.0, ""model__class_weight"": null}",0.96875,0.975,0.9583333333333334,0.975,0.975,0.9989583333333334,0.999390243902439,23,1,1,39,0.1616592079953989,
1,2,selected,mutual_information,8,svm_rbf,"[""hemo"", ""pcv"", ""rc"", ""sc"", ""sg"", ""sod"", ""htn"", ""al""]","{""model__C"": 0.5, ""model__class_weight"": null, ""model__gamma"": ""scale""}",0.96875,0.975,0.9583333333333334,0.975,0.975,0.9979166666666667,0.998765243902439,23,1,1,39,0.2955804170051124,
1,2,selected,mutual_information,8,xgboost,"[""hemo"", ""pcv"", ""rc"", ""sc"", ""sg"", ""sod"", ""htn"", ""al""]","{""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 150}",0.96875,0.975,0.9583333333333334,0.975,0.975,0.9979166666666666,0.9988095238095239,23,1,1,39,0.20225862500956282,
1,2,selected,mutual_information,6,logistic_regression,"[""hemo"", ""pcv"", ""rc"", ""sc"", ""sg"", ""sod""]","{""model__C"": 10.0, ""model__class_weight"": null}",0.953125,0.95,0.9583333333333334,0.9743589743589743,0.9620253164556962,0.9927083333333333,0.9959415584415584,23,1,2,38,0.11125354201067239,
1,2,selected,mutual_information,6,svm_rbf,"[""hemo"", ""pcv"", ""rc"", ""sc"", ""sg"", ""sod""]","{""model__C"": 2.0, ""model__class_weight"": null, ""model__gamma"": 0.1}",0.96875,0.975,0.9583333333333334,0.975,0.975,0.9927083333333333,0.9959561965811965,23,1,1,39,0.200469957999303,
1,2,selected,mutual_information,6,xgboost,"[""hemo"", ""pcv"", ""rc"", ""sc"", ""sg"", ""sod""]","{""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 150}",0.96875,0.975,0.9583333333333334,0.975,0.975,0.9958333333333333,0.9976308139534884,23,1,1,39,0.16901499999221414,
1,2,selected,mutual_information,4,logistic_regression,"[""hemo"", ""pcv"", ""rc"", ""sc""]","{""model__C"": 10.0, ""model__class_weight"": ""balanced""}",0.9375,0.925,0.9583333333333334,0.9736842105263158,0.9487179487179487,0.98125,0.9898708151727438,23,1,3,37,0.1597819580056239,
1,2,selected,mutual_information,4,svm_rbf,"[""hemo"", ""pcv"", ""rc"", ""sc""]","{""model__C"": 0.5, ""model__class_weight"": ""balanced"", ""model__gamma"": 0.1}",0.9375,0.925,0.9583333333333334,0.9736842105263158,0.9487179487179487,0.9791666666666666,0.9887577251251239,23,1,3,37,0.20306720900407527,
1,2,selected,mutual_information,4,xgboost,"[""hemo"", ""pcv"", ""rc"", ""sc""]","{""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 150}",0.9375,0.95,0.9166666666666666,0.95,0.95,0.9802083333333333,0.9899755894260538,22,2,2,38,0.1704817499994533,
1,2,selected,wrapper_rfe,8,logistic_regression,"[""hemo"", ""dm"", ""sg"", ""al"", ""pcv"", ""htn"", ""appet"", ""sc""]","{""model__C"": 1.0, ""model__class_weight"": ""balanced""}",0.984375,0.975,1.0,1.0,0.9873417721518988,1.0,1.0,24,0,1,39,0.175493208997068,
1,2,selected,wrapper_rfe,8,svm_rbf,"[""hemo"", ""dm"", ""sg"", ""al"", ""pcv"", ""htn"", ""appet"", ""sc""]","{""model__C"": 0.5, ""model__class_weight"": null, ""model__gamma"": ""scale""}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,0,0,40,0.31868662500346545,
1,2,selected,wrapper_rfe,8,xgboost,"[""hemo"", ""dm"", ""sg"", ""al"", ""pcv"", ""htn"", ""appet"", ""sc""]","{""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 150}",0.953125,0.975,0.9166666666666666,0.9512195121951219,0.9629629629629629,0.9979166666666667,0.9988095238095238,22,2,1,39,0.21038879199477378,
1,2,selected,wrapper_rfe,6,logistic_regression,"[""hemo"", ""dm"", ""sg"", ""al"", ""pcv"", ""htn""]","{""model__C"": 10.0, ""model__class_weight"": null}",0.953125,0.975,0.9166666666666666,0.9512195121951219,0.9629629629629629,0.9979166666666666,0.998809523809524,22,2,1,39,0.1660034579981584,
1,2,selected,wrapper_rfe,6,svm_rbf,"[""hemo"", ""dm"", ""sg"", ""al"", ""pcv"", ""htn""]","{""model__C"": 0.5, ""model__class_weight"": null, ""model__gamma"": ""scale""}",0.953125,0.975,0.9166666666666666,0.9512195121951219,0.9629629629629629,0.9979166666666666,0.998809523809524,22,2,1,39,0.3040298330015503,
1,2,selected,wrapper_rfe,6,xgboost,"[""hemo"", ""dm"", ""sg"", ""al"", ""pcv"", ""htn""]","{""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 150}",0.96875,1.0,0.9166666666666666,0.9523809523809523,0.975609756097561,0.99375,0.9963400116144017,22,2,0,40,0.19986824999796227,
1,2,selected,wrapper_rfe,4,logistic_regression,"[""hemo"", ""dm"", ""sg"", ""al""]","{""model__C"": 10.0, ""model__class_weight"": null}",0.953125,0.975,0.9166666666666666,0.9512195121951219,0.9629629629629629,0.9968750000000001,0.9982558139534885,22,2,1,39,0.15892612500465475,
1,2,selected,wrapper_rfe,4,svm_rbf,"[""hemo"", ""dm"", ""sg"", ""al""]","{""model__C"": 0.5, ""model__class_weight"": null, ""model__gamma"": ""scale""}",1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,24,0,0,40,0.29005754098761827,
1,2,selected,wrapper_rfe,4,xgboost,"[""hemo"", ""dm"", ""sg"", ""al""]","{""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 150}",0.953125,0.975,0.9166666666666666,0.9512195121951219,0.9629629629629629,0.99375,0.9963704994192799,22,2,1,39,0.19376575000933371,
1,2,selected,permutation_importance,8,logistic_regression,"[""sg"", ""hemo"", ""al"", ""htn"", ""dm"", ""sc"", ""pcv"", ""bgr""]","{""model__C"": 0.1, ""model__class_weight"": null}",0.984375,0.975,1.0,1.0,0.9873417721518988,0.9979166666666666,0.9988095238095238,24,0,1,39,0.1690314169973135,
1,2,selected,permutation_importance,8,svm_rbf,"[""sg"", ""hemo"", ""al"", ""htn"", ""dm"", ""sc"", ""pcv"", ""bgr""]","{""model__C"": 0.5, ""model__class_weight"": null, ""model__gamma"": ""scale""}",0.984375,0.975,1.0,1.0,0.9873417721518988,1.0,1.0,24,0,1,39,0.31188470899360254,
1,2,selected,permutation_importance,8,xgboost,"[""sg"", ""hemo"", ""al"", ""htn"", ""dm"", ""sc"", ""pcv"", ""bgr""]","{""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 150}",0.953125,0.975,0.9166666666666666,0.9512195121951219,0.9629629629629629,0.9979166666666667,0.9988095238095238,22,2,1,39,0.20831045899831224,
1,2,selected,permutation_importance,6,logistic_regression,"[""sg"", ""hemo"", ""al"", ""htn"", ""dm"", ""sc""]","{""model__C"": 1.0, ""model__class_weight"": null}",0.984375,0.975,1.0,1.0,0.9873417721518988,0.996875,0.9982558139534884,24,0,1,39,0.16772258300625253,
1,2,selected,permutation_importance,6,svm_rbf,"[""sg"", ""hemo"", ""al"", ""htn"", ""dm"", ""sc""]","{""model__C"": 0.5, ""model__class_weight"": null, ""model__gamma"": ""scale""}",0.984375,0.975,1.0,1.0,0.9873417721518988,1.0,1.0,24,0,1,39,0.3042768330051331,
1,2,selected,permutation_importance,6,xgboost,"[""sg"", ""hemo"", ""al"", ""htn"", ""dm"", ""sc""]","{""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 150}",0.984375,0.975,1.0,1.0,0.9873417721518988,0.996875,0.9982558139534883,24,0,1,39,0.2003163330082316,
1,2,selected,permutation_importance,4,logistic_regression,"[""sg"", ""hemo"", ""al"", ""htn""]","{""model__C"": 1.0, ""model__class_weight"": null}",0.953125,0.975,0.9166666666666666,0.9512195121951219,0.9629629629629629,0.9979166666666668,0.9988095238095239,22,2,1,39,0.15873583299980965,
1,2,selected,permutation_importance,4,svm_rbf,"[""sg"", ""hemo"", ""al"", ""htn""]","{""model__C"": 0.5, ""model__class_weight"": ""balanced"", ""model__gamma"": ""scale""}",0.984375,0.975,1.0,1.0,0.9873417721518988,1.0,1.0,24,0,1,39,0.2894362920051208,
1,2,selected,permutation_importance,4,xgboost,"[""sg"", ""hemo"", ""al"", ""htn""]","{""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 150}",0.96875,1.0,0.9166666666666666,0.9523809523809523,0.975609756097561,0.9958333333333332,0.9975900116144019,22,2,0,40,0.19300658399879467,
1,2,pca,pca,8,logistic_regression,latent_components_not_clinical_variables,"{""model__C"": 0.1, ""model__class_weight"": null}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,0,0,40,0.24679745800676756,0.8175310560005984
1,2,pca,pca,8,svm_rbf,latent_components_not_clinical_variables,"{""model__C"": 2.0, ""model__class_weight"": null, ""model__gamma"": ""scale""}",0.984375,1.0,0.9583333333333334,0.975609756097561,0.9876543209876543,1.0,1.0,23,1,0,40,0.456859333004104,0.8175310560005984
1,2,pca,pca,6,logistic_regression,latent_components_not_clinical_variables,"{""model__C"": 0.1, ""model__class_weight"": null}",0.984375,1.0,0.9583333333333334,0.975609756097561,0.9876543209876543,0.9989583333333334,0.999390243902439,23,1,0,40,0.2429374170023948,0.7248536959009667
1,2,pca,pca,6,svm_rbf,latent_components_not_clinical_variables,"{""model__C"": 2.0, ""model__class_weight"": null, ""model__gamma"": ""scale""}",0.984375,1.0,0.9583333333333334,0.975609756097561,0.9876543209876543,1.0,1.0,23,1,0,40,0.4855827080027666,0.7248536959009667
1,2,pca,pca,4,logistic_regression,latent_components_not_clinical_variables,"{""model__C"": 0.1, ""model__class_weight"": null}",0.96875,0.975,0.9583333333333334,0.975,0.975,0.9989583333333334,0.999390243902439,23,1,1,39,0.24161533400183544,0.5996425922294615
1,2,pca,pca,4,svm_rbf,latent_components_not_clinical_variables,"{""model__C"": 0.5, ""model__class_weight"": null, ""model__gamma"": ""scale""}",0.984375,1.0,0.9583333333333334,0.975609756097561,0.9876543209876543,0.9989583333333334,0.999390243902439,23,1,0,40,0.4582507080049254,0.5996425922294615
1,3,full,none,24,logistic_regression,"[""age"", ""bp"", ""sg"", ""al"", ""su"", ""rbc"", ""pc"", ""pcc"", ""ba"", ""bgr"", ""bu"", ""sc"", ""sod"", ""pot"", ""hemo"", ""pcv"", ""wc"", ""rc"", ""htn"", ""dm"", ""cad"", ""appet"", ""pe"", ""ane""]","{""model__C"": 0.1, ""model__class_weight"": null}",0.984375,0.975,1.0,1.0,0.9873417721518988,1.0,1.0,24,0,1,39,0.24092312500579283,
1,3,full,none,24,svm_rbf,"[""age"", ""bp"", ""sg"", ""al"", ""su"", ""rbc"", ""pc"", ""pcc"", ""ba"", ""bgr"", ""bu"", ""sc"", ""sod"", ""pot"", ""hemo"", ""pcv"", ""wc"", ""rc"", ""htn"", ""dm"", ""cad"", ""appet"", ""pe"", ""ane""]","{""model__C"": 0.5, ""model__class_weight"": null, ""model__gamma"": ""scale""}",0.96875,0.95,1.0,1.0,0.9743589743589743,1.0,1.0,24,0,2,38,0.4457186250074301,
1,3,full,none,24,random_forest,"[""age"", ""bp"", ""sg"", ""al"", ""su"", ""rbc"", ""pc"", ""pcc"", ""ba"", ""bgr"", ""bu"", ""sc"", ""sod"", ""pot"", ""hemo"", ""pcv"", ""wc"", ""rc"", ""htn"", ""dm"", ""cad"", ""appet"", ""pe"", ""ane""]","{""model__class_weight"": ""balanced_subsample"", ""model__max_depth"": null, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 300}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,0,0,40,2.76401983400865,
1,3,full,none,24,xgboost,"[""age"", ""bp"", ""sg"", ""al"", ""su"", ""rbc"", ""pc"", ""pcc"", ""ba"", ""bgr"", ""bu"", ""sc"", ""sod"", ""pot"", ""hemo"", ""pcv"", ""wc"", ""rc"", ""htn"", ""dm"", ""cad"", ""appet"", ""pe"", ""ane""]","{""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 150}",0.984375,0.975,1.0,1.0,0.9873417721518988,1.0,1.0,24,0,1,39,0.2794024589966284,
1,3,selected,mutual_information,8,logistic_regression,"[""hemo"", ""pcv"", ""rc"", ""sc"", ""sg"", ""al"", ""htn"", ""sod""]","{""model__C"": 10.0, ""model__class_weight"": null}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,0,0,40,0.1625636249955278,
1,3,selected,mutual_information,8,svm_rbf,"[""hemo"", ""pcv"", ""rc"", ""sc"", ""sg"", ""al"", ""htn"", ""sod""]","{""model__C"": 0.5, ""model__class_weight"": null, ""model__gamma"": ""scale""}",0.984375,0.975,1.0,1.0,0.9873417721518988,1.0,1.0,24,0,1,39,0.2995743329956895,
1,3,selected,mutual_information,8,xgboost,"[""hemo"", ""pcv"", ""rc"", ""sc"", ""sg"", ""al"", ""htn"", ""sod""]","{""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 150}",0.984375,0.975,1.0,1.0,0.9873417721518988,1.0,1.0,24,0,1,39,0.20407116600836162,
1,3,selected,mutual_information,6,logistic_regression,"[""hemo"", ""pcv"", ""rc"", ""sc"", ""sg"", ""al""]","{""model__C"": 1.0, ""model__class_weight"": null}",0.984375,0.975,1.0,1.0,0.9873417721518988,0.9989583333333334,0.999390243902439,24,0,1,39,0.11064337499556132,
